tweet_id,writer,post_date,body,comment_num,retweet_num,like_num,polarity_spacy
1139611830840627200,GlobalInvestor5,2019-06-14,"Selling $TSLANew bearish views from top-ranked analysts post $2.7bn capital raise (all 3 WARNING re. future FUNDING DEFICIT)BofAMerrill: Sell pt$225JPMorgan: Sell pt$200MoStanley: Hold pt$230""Inability to turn corner & sustain cashflow""""No more self-funding vs a decade ago""",0,0,0,-0.125
1140606310813245440,AmericanBanking,2019-06-17,Apple $AAPL Lifted to “Overweight” at JPMorgan Chase & Co. http://americanbankingnews.com/?p=10889719 #stocks,0,0,0,0.0
1140656665378693120,MarketCurrents,2019-06-17,"$AAPL - JPMorgan snips Apple iPhone estimates, target",0,0,0,0.0
1140671529069535232,GlobalInvestor5,2019-06-17,"Selling $TSLANew bearish views from top-ranked analysts post $2.7bn capital raise (all 3 WARNING re. future FUNDING DEFICIT)BofAMerrill: Sell pt$225JPMorgan: Sell pt$200MStanley: Hold pt$230""Inability to turn corner & sustain cashflow""""No more self-funding vs a decade ago""",0,0,0,-0.125
1140678208133705728,TowelieTrades,2019-06-17,"$AAPL $SPY   JPMorgan snips Apple iPhone estimates, target",0,0,0,0.0
1140695874013663233,BWUIC,2019-06-17,"$AAPL - JPMorgan snips Apple iPhone estimates, target",0,0,0,0.0
1140701937475739653,MadMraket,2019-06-17,$AAPL  JPMorgan Chase & Co. UpgradesApple (AAPL)$194.40$235.00 ➝ $233.00Overweight,0,0,0,0.0
1141639164280152064,TickerReport,2019-06-20,Apple $AAPL Upgraded to Overweight at JPMorgan Chase & Co. http://tickerreport.com/?p=4382848,0,0,0,0.0
1141983842762416128,dakotafinancial,2019-06-21,JPMorgan Chase & Co. Upgrades Apple $AAPL to “Overweight” http://dakotafinancialnews.com/?p=1057520,0,0,0,0.0
1143847679237271553,iamtito_,2019-06-26,"$AAPL - European Press Roundup: Irish JPMorgan Subsidiary Fined, France Short of Emission Targets http://ih.advfn.com/stock-market/NASDAQ/AAPL/stock-news/European-Press-Roundup-Irish-JPMorgan-Subsidiary/80211669?adw=1126416…",0,0,0,0.0
